City,Locality,Area_sqft,Bedrooms,Bathrooms,Balconies,Parking,Floor,Total_Floors,Property_Age,Furnishing,Facing,Gated_Society,Lift,Power_Backup,Security,Gym,Swimming_Pool,Metro_Distance_km,Hospital_Distance_km,School_Distance_km,Mall_Distance_km,Expressway_Distance_km,RRTS_Distance_km,Price_INR
Ghaziabad,Crossings Republik,2492,2,1,0,No,7,8,5,Fully Furnished,West,No,Yes,No,Yes,Yes,Yes,0.82,1.3,3.06,1.8,3.66,6.5,21560925
Greater Noida,Knowledge Park,2858,1,1,1,No,7,15,4,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,5.89,1.58,0.76,6.88,1.86,15.02,24534133
Greater Noida,Gamma 1,1719,5,5,0,Yes,21,26,24,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,5.99,2.13,3,6.94,12.72,10.05,11314743
Delhi,Rohini,3048,4,3,3,Yes,15,18,1,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,No,11.1,1,0.64,5.78,14.33,19.28,40230289
Noida,Sector 78,734,3,3,2,Yes,2,8,19,Unfurnished,West,No,Yes,No,Yes,Yes,Yes,5.54,2.89,1.9,9.01,14.51,16.41,10398920
Ghaziabad,Vaishali,1294,2,1,2,Yes,13,30,11,Unfurnished,West,Yes,Yes,No,Yes,No,Yes,1.45,4.22,5.32,1.04,9.5,3.69,11620707
Faridabad,Sector 21,1541,4,4,1,Yes,9,22,8,Unfurnished,South,Yes,Yes,No,Yes,Yes,Yes,7.53,6.71,2.7,6.45,4.72,14.51,12389612
Noida,Sector 137,1470,4,3,2,Yes,19,22,20,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,6.25,5.54,3.94,4.34,5.49,11.98,13678392
Gurugram,Golf Course Road,560,3,3,2,Yes,12,15,13,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,No,9.2,4.57,0.47,3.54,6,2.13,10336011
Ghaziabad,Crossings Republik,644,3,3,0,No,4,13,3,Unfurnished,North,Yes,Yes,No,No,No,No,10.46,0.63,2.54,2.84,13.2,1.03,5083304
Ghaziabad,Crossings Republik,4108,4,3,2,Yes,2,29,6,Semi-Furnished,West,No,Yes,No,No,Yes,No,4.62,5.83,4.74,5.18,10.97,18.26,25493473
Greater Noida,Beta 2,4114,3,2,3,No,25,26,5,Fully Furnished,West,Yes,Yes,Yes,No,No,Yes,11.7,1.44,5.04,6.04,13.03,11.3,40673197
Faridabad,Sector 37,3148,5,4,2,Yes,13,17,5,Fully Furnished,North,Yes,Yes,No,No,No,Yes,6.75,3.88,5.91,1.86,11.91,18.77,23812131
Faridabad,Sector 15,573,4,3,2,No,2,15,11,Fully Furnished,North,Yes,Yes,Yes,Yes,No,No,4.1,1.06,4.79,5.27,10.99,10.27,6830592
Ghaziabad,Crossings Republik,481,1,2,3,Yes,0,29,23,Unfurnished,North,Yes,Yes,No,Yes,Yes,No,4.86,6.19,4.11,1.19,12.22,11.03,3335403
Greater Noida,Beta 2,4288,2,2,2,Yes,11,14,5,Semi-Furnished,East,No,Yes,Yes,Yes,No,No,10.08,7.44,1,8.26,0.91,17.07,26472857
Delhi,Saket,2673,4,4,0,Yes,17,27,21,Fully Furnished,West,No,Yes,No,Yes,Yes,No,10.34,4.8,5.15,8.35,7.34,2.65,41417686
Greater Noida,Pari Chowk,3311,2,2,0,Yes,10,18,17,Unfurnished,East,No,Yes,Yes,No,No,No,5.65,2.4,0.5,3.3,2.3,18.88,31386321
Greater Noida,Gamma 1,3777,3,3,3,Yes,3,28,10,Fully Furnished,East,Yes,Yes,No,No,Yes,No,8.09,3.09,3.17,8.57,6.38,15.37,25614346
Faridabad,Sector 21,3219,5,5,0,No,23,29,15,Unfurnished,West,Yes,Yes,No,No,No,Yes,8.8,5.66,5.68,9.07,3.19,2.68,24376620
Faridabad,Green Fields,1698,4,4,1,Yes,15,20,11,Semi-Furnished,East,No,Yes,No,No,No,Yes,10.13,5.57,0.33,4.22,7.93,2.57,11585658
Ghaziabad,Kaushambi,1898,3,3,1,Yes,10,24,22,Semi-Furnished,North,No,Yes,No,No,Yes,Yes,2.34,0.37,5.94,6.46,12.88,15.77,17787187
Noida,Sector 50,4116,1,2,2,No,6,25,14,Semi-Furnished,West,No,Yes,No,No,No,No,1.4,6.36,0.67,9.38,5.47,4.93,30813529
Delhi,Pitampura,4156,5,5,2,Yes,2,28,15,Semi-Furnished,North,Yes,Yes,No,Yes,No,No,1.91,0.47,0.79,4.14,11.86,4.06,68282381
Ghaziabad,Vaishali,3611,4,3,1,Yes,25,27,12,Fully Furnished,East,No,Yes,Yes,No,Yes,Yes,2.4,4.74,5.69,7.67,13.34,1.37,28124611
Greater Noida,Pari Chowk,2288,2,2,3,Yes,11,25,18,Unfurnished,South,Yes,Yes,Yes,No,No,Yes,11.43,6.19,4.54,2.93,5.48,2.03,20519011
Ghaziabad,Indirapuram,2446,1,2,0,Yes,13,26,11,Fully Furnished,East,Yes,Yes,No,No,Yes,Yes,4.56,5.62,3.15,4.3,12.97,7.04,15522165
Noida,Sector 137,3995,1,1,3,No,23,29,19,Fully Furnished,South,No,Yes,No,No,No,Yes,7.7,0.85,4.02,0.52,13.81,18.93,28648860
Greater Noida,Pari Chowk,2363,2,1,3,Yes,8,22,13,Semi-Furnished,South,No,Yes,No,No,Yes,Yes,1.58,7.65,3,1.89,0.8,8.1,21558751
Noida,Sector 78,3753,3,2,0,No,21,28,11,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,9.16,1.39,5.89,8.45,8.24,17.34,47783158
Noida,Sector 62,1423,1,2,0,No,7,27,18,Unfurnished,North,No,Yes,No,Yes,No,Yes,9.11,7.88,3.44,2.97,6.77,0.8,18776681
Faridabad,Sector 37,4240,2,2,2,No,25,26,21,Fully Furnished,West,No,Yes,Yes,No,No,No,2.31,1.94,5.93,2.74,14.05,12.6,19562593
Greater Noida,Pari Chowk,2429,4,3,0,Yes,4,30,3,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,10.48,2.79,0.64,1.59,3.52,10.72,19194743
Faridabad,Sector 15,1558,3,2,3,No,5,25,2,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,No,11.51,3.05,0.56,3.82,7.28,2.67,14395354
Ghaziabad,Crossings Republik,1888,4,4,1,Yes,8,12,5,Semi-Furnished,North,No,Yes,Yes,No,Yes,Yes,1.24,5.48,2.25,8.86,14.86,12.75,13218358
Noida,Sector 150,2847,2,2,2,No,0,23,23,Semi-Furnished,North,Yes,Yes,Yes,Yes,No,Yes,10.52,4.03,2.43,6.91,12.32,8.04,33289112
Greater Noida,Pari Chowk,1138,3,3,0,No,7,13,25,Unfurnished,West,No,Yes,No,Yes,No,Yes,8.86,6.28,0.65,2.16,8,1.25,9905612
Ghaziabad,Kaushambi,458,5,5,0,Yes,10,18,16,Semi-Furnished,North,No,Yes,Yes,No,Yes,Yes,10.68,5.59,2.28,1.06,3.5,7.59,5862089
Faridabad,Sector 21,1744,4,3,3,Yes,25,29,20,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,No,8.77,1.32,0.7,9.89,7.31,4.03,11525746
Ghaziabad,Crossings Republik,828,4,4,1,No,1,6,4,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,0.3,1.81,3.39,8.43,0.48,15.81,9454806
Gurugram,DLF Phase 3,3060,1,1,2,Yes,25,28,25,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,9.88,0.82,3.61,1.86,8.21,9.7,36522188
Ghaziabad,Crossings Republik,748,2,1,2,Yes,7,24,15,Semi-Furnished,West,No,Yes,No,Yes,Yes,Yes,3.45,5.8,5.28,7.5,9.17,9.52,7446369
Noida,Sector 150,1457,5,4,1,No,9,12,7,Unfurnished,East,No,Yes,Yes,No,No,No,3.11,7.57,4.09,2.45,3.98,3.92,20958378
Greater Noida,Pari Chowk,4357,3,3,0,Yes,16,25,19,Unfurnished,East,Yes,Yes,No,Yes,No,Yes,6.47,2.1,2.17,8.43,11.83,17.41,40533609
Greater Noida,Knowledge Park,3309,1,2,1,No,8,24,15,Fully Furnished,South,No,Yes,No,No,Yes,Yes,4.49,1.21,2.94,1.26,12.69,2.68,22612860
Noida,Sector 62,4441,5,5,2,No,13,20,2,Semi-Furnished,North,No,Yes,No,Yes,No,Yes,8.59,0.35,0.47,3.07,4.32,2.76,58713118
Gurugram,Sohna Road,4023,2,1,0,No,22,29,2,Fully Furnished,South,No,Yes,No,Yes,Yes,No,11.65,1.46,5.18,8.51,13.85,2.83,49592309
Ghaziabad,Raj Nagar,3829,4,3,0,No,11,18,10,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,No,11,7.81,0.86,2.31,1.22,14.45,27632549
Gurugram,DLF Phase 3,996,2,1,2,No,18,22,11,Semi-Furnished,West,No,Yes,No,No,No,Yes,9.58,6.13,1.99,9.28,14.96,17.19,17933545
Faridabad,Sector 37,1030,4,3,3,No,10,24,9,Fully Furnished,South,No,Yes,Yes,No,Yes,Yes,11.34,4,5.63,4.31,11.17,14.03,10801488
Delhi,Saket,2059,5,5,1,No,6,12,16,Unfurnished,West,Yes,Yes,Yes,Yes,Yes,Yes,2.18,5.28,3.49,7.41,10.99,18.44,21537158
Gurugram,Sector 57,3018,3,3,1,Yes,17,24,21,Unfurnished,South,Yes,Yes,Yes,Yes,Yes,No,11.31,6.19,5.58,7.68,14.88,8.91,39412006
Greater Noida,Knowledge Park,2877,3,2,2,Yes,16,30,9,Unfurnished,South,No,Yes,Yes,No,No,Yes,9.71,4.2,3.27,6.08,12.51,1.75,21976988
Noida,Sector 62,3778,3,2,0,Yes,14,17,19,Unfurnished,East,No,Yes,Yes,Yes,No,No,4.59,2.1,5.43,0.83,3.98,11.75,48994457
Ghaziabad,Kaushambi,2607,3,3,1,No,25,29,25,Fully Furnished,West,No,Yes,No,No,No,Yes,10.09,7.74,5.12,2.47,3.45,0.69,15677046
Gurugram,Sector 57,855,4,4,1,Yes,9,30,5,Semi-Furnished,North,Yes,Yes,No,Yes,Yes,Yes,9.05,1.05,0.99,3.77,0.96,13.44,16572565
Faridabad,NIT,3455,3,2,2,No,11,25,13,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,7.72,3.9,4.64,4.83,5.64,5.48,22135699
Gurugram,Golf Course Road,3489,3,3,1,Yes,4,26,17,Fully Furnished,North,No,Yes,Yes,No,No,No,7.37,2.59,5.46,7.87,0.22,19.02,35642307
Ghaziabad,Indirapuram,2934,2,2,0,No,3,13,3,Semi-Furnished,West,Yes,Yes,No,No,No,Yes,4.09,0.26,1.65,5.85,4.21,5.81,26853435
Ghaziabad,Kaushambi,3827,4,4,2,No,13,16,5,Unfurnished,South,No,Yes,Yes,Yes,Yes,Yes,7.39,7.08,0.35,1.35,0.58,8.89,30105331
Noida,Sector 62,852,2,1,3,Yes,24,26,1,Semi-Furnished,South,Yes,Yes,Yes,Yes,No,Yes,3.64,6.95,0.69,6.19,9.88,9.53,13628158
Ghaziabad,Vaishali,1632,1,1,3,Yes,6,8,22,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,No,8.85,4.11,2.9,5.99,7.81,17,10601955
Greater Noida,Gamma 1,4168,2,2,2,Yes,25,28,10,Semi-Furnished,East,No,Yes,Yes,No,Yes,No,3.05,7.45,1.88,5.7,2.08,6.09,24616679
Faridabad,Sector 37,2737,4,3,3,No,20,22,9,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,9.4,2.79,3.02,6.99,1.69,19.15,24080625
Faridabad,Green Fields,454,4,3,2,No,10,19,11,Unfurnished,West,No,Yes,Yes,No,Yes,No,0.65,6.96,1.67,4.4,7.63,1.7,4785455
Ghaziabad,Kaushambi,1414,3,2,2,Yes,16,20,8,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,7.65,5.48,0.92,3.12,13.3,11.99,8392698
Greater Noida,Beta 2,2202,5,4,3,Yes,9,11,4,Fully Furnished,North,No,Yes,No,Yes,Yes,No,7.57,6.7,4.72,3.23,0.59,7.51,20082420
Delhi,Pitampura,2182,4,4,1,No,19,21,13,Semi-Furnished,South,No,Yes,No,Yes,No,No,10.21,4.68,1.71,3.7,4.58,8.62,27208740
Noida,Sector 62,2909,2,1,1,Yes,22,23,17,Unfurnished,North,No,Yes,Yes,Yes,Yes,No,10.67,7.59,4.5,7.93,8.47,15.79,32468246
Faridabad,NIT,2710,4,3,3,No,13,30,21,Semi-Furnished,North,No,Yes,No,Yes,Yes,Yes,7.21,1.87,5.41,1.13,2.86,3.24,16143221
Delhi,Rohini,673,3,3,1,Yes,8,21,19,Semi-Furnished,East,No,Yes,Yes,No,No,Yes,9.81,6.89,1.23,3.99,7.86,2.26,10551459
Greater Noida,Gamma 1,2584,3,3,1,Yes,1,8,5,Fully Furnished,West,Yes,Yes,Yes,Yes,Yes,Yes,7.91,7.69,5.2,1.08,1.84,4.97,24499081
Greater Noida,Gamma 1,1938,3,2,2,Yes,20,29,2,Fully Furnished,West,No,Yes,Yes,No,No,Yes,9.52,1.28,1.97,4.41,7.27,14.27,16478737
Delhi,Dwarka,2503,1,1,1,No,8,28,3,Unfurnished,East,No,Yes,No,No,No,No,1.76,1.37,2.16,2.54,6.76,15.21,25405762
Gurugram,DLF Phase 3,2259,2,2,3,No,12,20,6,Semi-Furnished,North,Yes,Yes,Yes,No,Yes,No,9.14,6.57,0.38,0.73,3.91,0.93,22951865
Ghaziabad,Crossings Republik,1988,1,2,3,Yes,11,30,11,Fully Furnished,North,No,Yes,Yes,No,No,No,1.64,4.12,3.11,2.16,7.36,14.83,17840260
Gurugram,DLF Phase 3,768,5,5,0,No,15,24,23,Semi-Furnished,West,No,Yes,Yes,Yes,Yes,No,0.93,3.46,5.85,7.71,10.09,10.32,8784452
Ghaziabad,Vaishali,3276,5,4,3,No,2,12,11,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,No,10.71,4.91,3.22,0.94,12.85,10.52,28005760
Noida,Sector 50,2689,3,2,3,Yes,9,29,14,Semi-Furnished,South,No,Yes,No,Yes,No,No,9.69,2.5,1.71,2.95,6.62,7.1,22216212
Delhi,Dwarka,509,1,2,1,Yes,23,24,20,Semi-Furnished,West,Yes,Yes,Yes,No,No,Yes,9.59,5.88,3.26,4.15,7.72,11.28,6560967
Noida,Sector 137,4295,3,2,0,Yes,21,27,22,Unfurnished,North,No,Yes,No,No,No,No,2.59,3.86,3.37,1.48,12.32,16.49,56903168
Noida,Sector 150,2374,1,2,1,Yes,16,18,9,Unfurnished,East,No,Yes,No,Yes,Yes,No,8.53,5.51,5.95,7.71,12.98,2.89,25340884
Greater Noida,Beta 2,470,1,2,2,No,16,24,12,Semi-Furnished,East,No,Yes,No,Yes,No,Yes,4.1,5.45,0.74,4.67,11.79,8.04,3246656
Noida,Sector 78,667,1,2,0,No,15,30,5,Fully Furnished,North,No,Yes,Yes,Yes,Yes,No,6.81,5.71,2.04,4.15,11.93,17.64,6754241
Greater Noida,Alpha 1,3652,3,3,0,Yes,16,22,23,Unfurnished,West,Yes,Yes,No,Yes,No,Yes,8.35,5.63,3.63,8.67,9.31,12.03,33818088
Greater Noida,Pari Chowk,3298,1,1,0,Yes,17,25,0,Fully Furnished,North,No,Yes,No,No,Yes,No,5.13,3.99,2.66,3.55,7.19,13.67,34048903
Ghaziabad,Crossings Republik,3776,5,5,0,No,17,20,0,Unfurnished,North,No,Yes,No,No,Yes,No,0.89,6.92,5.7,3.24,10.55,13.5,35298809
Ghaziabad,Kaushambi,3665,5,5,0,Yes,17,26,20,Unfurnished,North,Yes,Yes,No,No,No,No,6.76,2.7,4.25,6.34,6.18,8.52,25703991
Greater Noida,Alpha 1,3300,4,4,2,Yes,4,11,3,Fully Furnished,West,No,Yes,Yes,Yes,No,Yes,7.09,2.88,0.75,2.59,13.48,12.87,30519939
Delhi,Dwarka,885,4,4,2,Yes,20,23,5,Semi-Furnished,North,No,Yes,Yes,Yes,Yes,Yes,2.52,1.1,1.91,4.92,14.22,1.5,10680510
Greater Noida,Beta 2,3470,4,3,1,Yes,11,30,25,Fully Furnished,North,No,Yes,Yes,No,Yes,No,10.3,5.85,3.39,3.92,2.88,9.18,32458334
Delhi,Saket,2075,4,4,2,Yes,11,30,15,Unfurnished,West,No,Yes,Yes,Yes,Yes,No,9.33,3.12,4.77,7.05,1.1,10.38,37060936
Delhi,Saket,2746,2,2,0,No,1,10,18,Semi-Furnished,North,Yes,Yes,No,No,Yes,No,10.93,7.51,2.69,9.5,14.42,9.31,48505909
Delhi,Rohini,3543,4,3,0,Yes,22,25,6,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,3.86,1.51,4.52,7.02,14.77,6.03,38329922
Noida,Sector 50,2799,2,1,0,Yes,6,19,15,Semi-Furnished,East,Yes,Yes,No,No,Yes,Yes,1.85,0.39,3.62,2.54,10.44,10.52,24760466
Delhi,Janakpuri,3630,3,2,0,No,3,13,17,Semi-Furnished,North,No,Yes,No,Yes,Yes,No,9.5,6.37,0.97,5.19,5.5,17.82,65988571
Faridabad,Sector 37,2720,1,2,2,No,13,28,8,Semi-Furnished,East,Yes,Yes,No,Yes,Yes,Yes,2.06,2.81,1.96,3.15,7.03,18.67,23705633
Gurugram,DLF Phase 3,2034,3,3,0,No,13,16,4,Unfurnished,North,No,Yes,Yes,Yes,Yes,Yes,1.97,5.17,4.28,9.92,12.54,2.55,32207358
Ghaziabad,Crossings Republik,1181,1,1,3,Yes,13,19,2,Semi-Furnished,North,Yes,Yes,Yes,No,No,Yes,4.62,0.74,2.01,8.15,13.79,3.05,8592556
Noida,Sector 50,1913,3,2,2,No,16,28,12,Unfurnished,West,Yes,Yes,No,No,Yes,No,10.9,1.27,3.05,2.48,7.97,11.33,21709024
Ghaziabad,Indirapuram,1714,3,3,1,Yes,6,21,9,Fully Furnished,West,Yes,Yes,No,No,No,Yes,2.48,5.65,5.15,1.2,2.34,2.28,12578236
Ghaziabad,Kaushambi,3617,1,1,3,No,9,29,4,Fully Furnished,East,Yes,Yes,Yes,Yes,No,Yes,2.16,1.09,4.53,7.41,2.32,10.04,26312689
Greater Noida,Pari Chowk,997,2,1,2,No,25,26,13,Semi-Furnished,South,No,Yes,No,No,Yes,Yes,3.24,2.28,3.9,7.97,13.47,14.42,9864283
Gurugram,Sector 57,4204,4,3,3,Yes,16,17,2,Unfurnished,West,Yes,Yes,No,Yes,No,Yes,4.34,4.71,4.33,6.39,9.04,6.65,66355835
Gurugram,Sector 57,1598,4,4,3,No,12,27,25,Unfurnished,East,Yes,Yes,No,Yes,Yes,No,10.92,1.86,1.95,1.85,1.84,19.88,21270812
Noida,Sector 137,4022,3,3,1,Yes,9,22,3,Unfurnished,East,Yes,Yes,Yes,No,Yes,No,10.13,0.98,3.79,5.83,6.45,1.97,39788293
Faridabad,Sector 15,1771,5,4,1,No,13,25,6,Semi-Furnished,East,No,Yes,Yes,Yes,Yes,No,1.19,4.43,3.09,0.84,13.55,6.97,14991666
Gurugram,Golf Course Road,4148,3,2,1,No,8,10,4,Semi-Furnished,East,Yes,Yes,No,No,Yes,Yes,0.13,1.69,4.79,1.88,11.41,16.81,62605540
Faridabad,Sector 37,2803,5,5,1,No,2,22,22,Semi-Furnished,West,No,Yes,Yes,No,No,No,9.74,1.12,0.7,6.64,11.55,4.49,19346188
Greater Noida,Beta 2,1069,3,2,1,No,2,12,8,Fully Furnished,East,Yes,Yes,No,Yes,No,Yes,0.97,6.71,5.93,1.65,1.14,17.36,11395908
Faridabad,NIT,4342,2,2,0,Yes,15,19,15,Unfurnished,North,No,Yes,No,Yes,No,Yes,10.39,3.03,3.84,6.19,13.92,4.86,23148328
Noida,Sector 62,1281,1,1,2,Yes,8,30,12,Semi-Furnished,South,Yes,Yes,No,No,Yes,Yes,1.03,1.97,1.8,8.67,0.41,7.99,11510347
Ghaziabad,Indirapuram,3298,2,1,2,No,19,28,9,Unfurnished,North,Yes,Yes,No,No,No,Yes,0.43,2.51,0.83,2.42,10.34,7.7,20900756
Ghaziabad,Kaushambi,1577,1,2,2,Yes,16,17,21,Unfurnished,East,Yes,Yes,No,No,No,No,3.2,5.96,3.14,5.81,14.56,18.2,13465095
Delhi,Janakpuri,1263,3,3,0,No,0,16,25,Unfurnished,West,No,Yes,No,Yes,No,Yes,11.74,2.14,2.67,4.7,1.65,18.49,19658759
Greater Noida,Pari Chowk,2074,2,1,3,No,9,25,0,Unfurnished,East,No,Yes,Yes,Yes,Yes,Yes,7.33,6.43,1.31,6.37,8.64,3.64,19971552
Faridabad,Sector 21,4180,5,4,2,No,11,24,0,Unfurnished,West,No,Yes,No,Yes,No,No,10.98,3.2,3.35,2.45,5.19,10.69,36285012
Faridabad,Green Fields,3702,2,2,2,Yes,7,18,24,Unfurnished,North,Yes,Yes,No,No,Yes,Yes,4.77,1.33,2.65,5.66,2.38,12.59,26162986
Faridabad,Sector 37,2376,5,5,2,No,25,28,25,Semi-Furnished,East,No,Yes,No,Yes,Yes,Yes,7.03,3.9,4.99,8.83,13.91,2.72,17954280
Faridabad,NIT,1657,3,3,1,No,15,17,18,Semi-Furnished,South,No,Yes,Yes,No,Yes,Yes,4.85,2.62,2.78,2.03,1.63,11.08,10447780
Delhi,Dwarka,3715,3,3,0,Yes,6,9,21,Semi-Furnished,South,Yes,Yes,No,No,Yes,No,8.22,4.23,4.19,9.19,2.73,9.12,42184830
Delhi,Rohini,1929,3,2,1,No,3,9,3,Semi-Furnished,West,No,Yes,No,No,No,No,9.03,6,2.47,1.68,7.65,15.78,32840642
Gurugram,Sector 57,622,2,1,3,Yes,20,23,11,Unfurnished,East,Yes,Yes,Yes,Yes,Yes,Yes,6.22,6.29,5.85,9.31,9.52,9.17,9584092
Faridabad,NIT,3046,2,2,2,Yes,8,10,11,Semi-Furnished,East,No,Yes,Yes,No,Yes,Yes,9.33,2.99,5.12,6.2,9.25,9.91,15053026
Gurugram,Sohna Road,3699,5,5,2,No,10,20,4,Unfurnished,North,No,Yes,Yes,Yes,No,No,2.31,4.13,4.2,6.99,6.15,5.15,55391506
Ghaziabad,Indirapuram,3906,4,3,1,Yes,1,2,20,Unfurnished,South,No,Yes,Yes,No,No,No,7.19,3.12,5.02,4.23,6.33,1.88,25933460
Greater Noida,Knowledge Park,1555,5,5,1,No,9,25,1,Unfurnished,West,No,Yes,Yes,Yes,Yes,No,8.05,0.62,2.44,5.36,12.45,13.78,15154879
Gurugram,DLF Phase 1,1816,2,1,3,No,17,23,5,Unfurnished,West,No,Yes,Yes,No,No,Yes,3.34,3.46,0.26,8.84,1.53,15.37,22076617
Ghaziabad,Indirapuram,3892,2,2,0,No,2,21,18,Unfurnished,West,Yes,Yes,Yes,No,No,No,0.69,2.29,4.03,2.95,12.07,14,30347831
Greater Noida,Beta 2,3237,3,2,2,No,3,7,10,Fully Furnished,South,No,Yes,Yes,No,No,Yes,11.38,4.57,4.14,2.25,1.88,11.27,22320269
Delhi,Pitampura,4440,2,2,1,Yes,2,27,13,Semi-Furnished,South,Yes,Yes,Yes,No,Yes,No,3.23,6.38,0.52,8.24,8.56,1.07,75863520
Greater Noida,Beta 2,2449,4,4,3,Yes,21,30,1,Semi-Furnished,West,No,Yes,Yes,Yes,No,Yes,3.55,2.97,0.71,2.68,8.36,5.87,17759294
Greater Noida,Gamma 1,616,4,3,2,Yes,16,26,24,Fully Furnished,South,No,Yes,Yes,No,Yes,Yes,10.38,3.58,2.24,6.86,2.51,6.16,4932637
Noida,Sector 150,773,3,2,1,No,23,28,18,Unfurnished,West,No,Yes,Yes,No,No,Yes,2.95,1.8,5.79,6.68,9.32,15.86,9694573
Ghaziabad,Indirapuram,3382,4,4,2,No,16,27,8,Semi-Furnished,East,No,Yes,No,Yes,Yes,No,6.83,1.61,3.87,6.15,3.94,5.51,29481702
Faridabad,Sector 21,470,4,4,2,No,16,21,8,Semi-Furnished,West,Yes,Yes,No,Yes,Yes,Yes,1.46,7.97,2,4.17,5.08,13.9,5861579
Faridabad,NIT,503,1,1,1,No,13,16,1,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,No,0.62,3.78,3.15,6.61,4.3,15.85,4677278
Noida,Sector 137,1879,4,4,1,Yes,22,24,18,Semi-Furnished,East,Yes,Yes,No,No,Yes,Yes,8.74,5.5,0.96,3.86,11.39,12.97,16744068
Ghaziabad,Raj Nagar,1911,1,2,3,Yes,21,22,0,Unfurnished,South,Yes,Yes,No,No,No,No,5.55,3.67,1.13,5.32,5.02,19.05,16527703
Delhi,Rohini,2758,2,2,2,Yes,23,24,23,Fully Furnished,North,No,Yes,Yes,Yes,Yes,No,2.92,7.67,2.82,1.34,0.34,3.82,39890074
Ghaziabad,Raj Nagar,3964,5,4,1,No,17,23,3,Semi-Furnished,North,No,Yes,Yes,No,Yes,No,5.99,7.4,2.7,8.58,2.19,11.96,34956240
Faridabad,Sector 15,876,5,4,0,Yes,14,27,24,Semi-Furnished,North,No,Yes,No,Yes,No,No,3.1,3.07,4.22,9.13,6.21,14.46,7031175
Greater Noida,Beta 2,986,3,3,3,No,0,29,15,Semi-Furnished,South,No,Yes,Yes,Yes,No,Yes,6.64,3.01,0.88,1.98,6.17,16.91,9670264
Faridabad,NIT,3202,4,3,3,Yes,8,14,16,Semi-Furnished,East,No,Yes,No,Yes,No,Yes,3.56,6.63,3.86,6.48,14.34,8.36,23124945
Faridabad,Sector 37,4289,5,4,1,Yes,19,21,21,Fully Furnished,South,No,Yes,No,Yes,Yes,Yes,1.23,4.92,5.97,3.35,10.43,15.69,29093624
Gurugram,DLF Phase 1,1610,3,3,1,No,0,28,24,Semi-Furnished,West,Yes,Yes,Yes,No,Yes,No,8.72,5.79,4.56,7.8,4.46,2.36,15495445
Delhi,Janakpuri,1346,4,3,2,No,8,13,3,Unfurnished,North,Yes,Yes,No,Yes,No,No,8.35,4.38,2.09,6.14,0.3,3.07,16441575
Delhi,Pitampura,4055,5,4,3,Yes,8,13,1,Semi-Furnished,South,No,Yes,Yes,Yes,Yes,No,4.61,4.87,4.69,9.22,13.97,4.9,60318565
Greater Noida,Knowledge Park,4438,1,1,2,Yes,1,18,11,Semi-Furnished,East,No,Yes,No,No,No,Yes,0.9,7.19,4.77,6.05,14.4,3.29,27937826
Noida,Sector 78,829,4,3,3,No,1,23,18,Semi-Furnished,West,Yes,Yes,Yes,Yes,No,Yes,3.14,5.29,2.03,2.97,1.36,4.77,12282371
Faridabad,Sector 15,3321,5,5,1,No,17,19,7,Unfurnished,East,No,Yes,Yes,Yes,No,Yes,7.74,3.25,0.87,3.66,14.3,13.05,24789821
Delhi,Rohini,2729,1,2,3,Yes,9,10,8,Fully Furnished,West,Yes,Yes,Yes,No,Yes,Yes,11.63,7.31,4.28,5.94,11.2,17.21,42802749
Faridabad,Green Fields,1280,2,2,2,Yes,13,26,24,Unfurnished,East,Yes,Yes,No,No,Yes,Yes,10.51,7.69,4.92,3.36,10.76,8,6622463
Gurugram,DLF Phase 1,1616,2,2,0,Yes,4,14,2,Semi-Furnished,South,Yes,Yes,Yes,Yes,Yes,Yes,6.6,1.81,0.46,4.17,11.99,13.17,29553847
Faridabad,Sector 37,4329,4,3,3,No,11,25,23,Semi-Furnished,South,No,Yes,No,No,Yes,Yes,0.47,1.19,4.68,6.29,4.23,0.62,30111262
Gurugram,Sohna Road,1674,1,1,1,Yes,18,27,8,Semi-Furnished,East,No,Yes,No,No,Yes,Yes,11.51,5.05,1.68,1.69,7.74,19.96,17071234
Delhi,Janakpuri,3531,4,3,1,No,10,27,24,Semi-Furnished,North,Yes,Yes,Yes,Yes,Yes,Yes,4.24,0.98,5.4,9.06,1.8,2.92,47973824
